product_id,sku,upc,product_name,category,subcategory,brand,prescription_required,controlled_category,unit_cost,retail_price,gross_margin_percent,reorder_point,vendor_id,status
PRD-00186,SKU-10186,100000000186,CalciumLarge,Vitamins & Supplements,Vitamin C,WellLife,False,None,25.05,44.06,43.1,33,VND-020,Active
PRD-00187,SKU-10187,100000000187,Shampoo50 Count,Personal Care,Hair Care,MedCheck,False,None,8.43,19.84,57.5,12,VND-032,Active
PRD-00188,SKU-10188,100000000188,Cough Syrup50 Count,OTC Medication,Allergy,FreshWay,False,None,13.39,27.62,51.5,9,VND-006,Active
PRD-00189,SKU-10189,100000000189,Magnesium100 Count,Vitamins & Supplements,Vitamin C,PureHealth,False,None,25.37,44.01,42.3,31,VND-005,Active
PRD-00190,SKU-10190,100000000190,Deodorant,Personal Care,Skin Care,DailyChoice,False,None,16.16,30.75,47.4,9,VND-012,Active
PRD-00191,SKU-10191,100000000191,Body Wash,Personal Care,Deodorant,WellLife,False,None,29.23,50.48,42.1,10,VND-011,Active
PRD-00192,SKU-10192,100000000192,Dish Soap50 Count,Household,Paper Goods,WellLife,False,None,31.4,66.69,52.9,11,VND-018,Active
PRD-00193,SKU-10193,100000000193,Body Wash50 Count,Personal Care,Skin Care,BrightSmile,False,None,3.95,7.34,46.2,35,VND-010,Active
PRD-00194,SKU-10194,100000000194,Body Wash,Personal Care,Skin Care,UnityCare,False,None,29.01,39.17,25.9,35,VND-017,Active
PRD-00195,SKU-10195,100000000195,Blood Pressure CuffTravel,Medical Supplies,Thermometers,GlowUp,False,None,21.92,29.62,26.0,22,VND-019,Active
PRD-00196,SKU-10196,100000000196,Wrist BraceValue Pack,Medical Supplies,Braces,WellLife,False,None,28.31,54.03,47.6,19,VND-005,Active
PRD-00197,SKU-10197,100000000197,Mock Rx Product BTravel,Prescription Medication,Generic Rx,DailyChoice,True,None,14.99,25.12,40.3,24,VND-010,Active
PRD-00198,SKU-10198,100000000198,Disinfecting WipesLarge,Household,Laundry,DailyChoice,False,None,34.16,48.33,29.3,21,VND-007,Active
PRD-00199,SKU-10199,100000000199,Batteries,Household,Paper Goods,HealthPlus,False,None,9.91,14.83,33.2,6,VND-019,Active
PRD-00200,SKU-10200,100000000200,Peanut ButterValue Pack,Grocery,Condiments,HomeEase,False,None,28.61,64.75,55.8,15,VND-013,Active
PRD-00201,SKU-10201,100000000201,Body WashTravel,Personal Care,Deodorant,UnityCare,False,None,17.83,27.51,35.2,7,VND-026,Active
PRD-00202,SKU-10202,100000000202,Bottled WaterValue Pack,Beverages,Energy Drinks,WellLife,False,None,20.73,28.24,26.6,20,VND-031,Active
PRD-00203,SKU-10203,100000000203,Face CleanserTravel,Beauty,Cosmetics,DailyChoice,False,None,5.34,8.06,33.7,29,VND-026,Active
PRD-00204,SKU-10204,100000000204,Batteries,Household,Cleaning,FreshWay,False,None,20.28,29.57,31.4,14,VND-005,Active
PRD-00205,SKU-10205,100000000205,OatmealLarge,Grocery,Condiments,BrightSmile,False,None,29.02,53.31,45.6,8,VND-009,Active
PRD-00206,SKU-10206,100000000206,Daily MultivitaminLarge,Vitamins & Supplements,Minerals,MedCheck,False,None,19.86,31.56,37.1,11,VND-033,Active
PRD-00207,SKU-10207,100000000207,Cereal,Grocery,Pantry,ValueCare,False,None,5.44,8.5,36.0,21,VND-030,Active
PRD-00208,SKU-10208,100000000208,Shampoo50 Count,Personal Care,Hair Care,BrightSmile,False,None,11.66,18.8,38.0,28,VND-020,Active
PRD-00209,SKU-10209,100000000209,School Supplies50 Count,Seasonal,Back to School,WellLife,False,None,18.98,36.77,48.4,20,VND-002,Active
PRD-00210,SKU-10210,100000000210,Disinfecting Wipes,Household,Laundry,HomeEase,False,None,34.31,61.56,44.3,32,VND-002,Active
PRD-00211,SKU-10211,100000000211,Holiday Candy100 Count,Seasonal,Travel,BrightSmile,False,None,27.56,55.8,50.6,12,VND-004,Active
PRD-00212,SKU-10212,100000000212,Travel Kit50 Count,Seasonal,Travel,PureHealth,False,None,22.29,40.86,45.5,9,VND-016,Active
PRD-00213,SKU-10213,100000000213,Cold & Flu Capsules,OTC Medication,Pain Relief,PureHealth,False,None,15.86,25.92,38.8,27,VND-014,Active
PRD-00214,SKU-10214,100000000214,Pasta Sauce100 Count,Grocery,Condiments,CareFirst,False,None,2.88,4.09,29.6,22,VND-021,Active
PRD-00215,SKU-10215,100000000215,Blood Pressure CuffTravel,Medical Supplies,Masks,FreshWay,False,None,11.5,16.6,30.7,15,VND-035,Active
PRD-00216,SKU-10216,100000000216,Trash BagsTravel,Household,Laundry,FreshWay,False,None,7.34,10.98,33.1,14,VND-015,Active
PRD-00217,SKU-10217,100000000217,Body LotionValue Pack,Beauty,Nail Care,ValueCare,False,None,24.39,41.44,41.1,16,VND-018,Active
PRD-00218,SKU-10218,100000000218,Nail Polish100 Count,Beauty,Cosmetics,PureHealth,False,None,19.35,42.58,54.6,31,VND-023,Active
PRD-00219,SKU-10219,100000000219,Crest ToothpasteLarge,Personal Care,Skin Care,ValueCare,False,None,33.47,46.23,27.6,25,VND-017,Active
PRD-00220,SKU-10220,100000000220,Mock Rx Product BValue Pack,Prescription Medication,Maintenance Rx,FreshWay,True,None,29.11,44.07,33.9,27,VND-018,Active
PRD-00221,SKU-10221,100000000221,Body Wash100 Count,Personal Care,Oral Care,GlowUp,False,None,20.85,31.12,33.0,33,VND-034,Active
PRD-00222,SKU-10222,100000000222,Bandage Pack,First Aid,Antiseptic,HealthPlus,False,None,14.91,29.05,48.7,26,VND-009,Active
PRD-00223,SKU-10223,100000000223,Antacid Chewables100 Count,OTC Medication,Cold & Flu,ValueCare,False,None,32.77,71.22,54.0,25,VND-013,Active
PRD-00224,SKU-10224,100000000224,Mascara100 Count,Beauty,Nail Care,GlowUp,False,None,2.78,5.6,50.4,23,VND-015,Active
PRD-00225,SKU-10225,100000000225,Bottled WaterTravel,Beverages,Soda,UnityCare,False,None,30.97,44.75,30.8,31,VND-026,Active
PRD-00226,SKU-10226,100000000226,Gummy CandyLarge,Snacks,Chips,BrightSmile,False,None,30.78,41.21,25.3,24,VND-007,Active
PRD-00227,SKU-10227,100000000227,Batteries100 Count,Household,Laundry,MedCheck,False,None,19.36,32.98,41.3,32,VND-033,Active
PRD-00228,SKU-10228,100000000228,Potato Chips,Snacks,Cookies,GlowUp,False,None,12.08,23.75,49.1,13,VND-012,Active
PRD-00229,SKU-10229,100000000229,Allergy Relief50 Count,OTC Medication,Allergy,BrightSmile,False,None,23.85,34.75,31.4,32,VND-026,Active
PRD-00230,SKU-10230,100000000230,CerealTravel,Grocery,Canned Goods,MedCheck,False,None,23.67,34.35,31.1,20,VND-021,Active
PRD-00231,SKU-10231,100000000231,Gauze PadsTravel,First Aid,Bandages,DailyChoice,False,None,8.82,17.6,49.9,14,VND-001,Active
PRD-00232,SKU-10232,100000000232,Body LotionValue Pack,Beauty,Nail Care,WellLife,False,None,2.88,4.05,28.9,10,VND-026,Active
PRD-00233,SKU-10233,100000000233,Lancets,Medical Supplies,Braces,DailyChoice,False,None,22.63,51.48,56.0,24,VND-015,Active
PRD-00234,SKU-10234,100000000234,Wound OintmentValue Pack,First Aid,Antiseptic,DailyChoice,False,None,16.33,38.54,57.6,18,VND-031,Active
PRD-00235,SKU-10235,100000000235,Bottled Water100 Count,Beverages,Water,HealthPlus,False,None,26.6,57.59,53.8,21,VND-029,Active
PRD-00236,SKU-10236,100000000236,Coke Zero 20oz50 Count,Beverages,Juice,FreshWay,False,None,4.59,9.63,52.3,11,VND-035,Active
PRD-00237,SKU-10237,100000000237,Shampoo50 Count,Personal Care,Hair Care,HomeEase,False,None,15.88,30.22,47.4,23,VND-032,Active
PRD-00238,SKU-10238,100000000238,Vitamin D3Travel,Vitamins & Supplements,Minerals,BrightSmile,False,None,5.27,8.6,38.7,6,VND-030,Active
PRD-00239,SKU-10239,100000000239,Lancets,Medical Supplies,Braces,HomeEase,False,None,14.31,29.78,51.9,11,VND-005,Active
PRD-00240,SKU-10240,100000000240,Allergy Relief100 Count,OTC Medication,Digestive Health,HealthPlus,False,None,2.93,6.94,57.8,34,VND-031,Active
PRD-00241,SKU-10241,100000000241,Antacid ChewablesValue Pack,OTC Medication,Allergy,HomeEase,False,None,27.09,54.48,50.3,25,VND-027,Active
PRD-00242,SKU-10242,100000000242,BatteriesTravel,Household,Batteries,GlowUp,False,None,13.62,25.96,47.5,32,VND-035,Active
PRD-00243,SKU-10243,100000000243,Crest ToothpasteValue Pack,Personal Care,Skin Care,MedCheck,False,None,34.76,56.04,38.0,28,VND-015,Active
PRD-00244,SKU-10244,100000000244,Allergy ReliefTravel,OTC Medication,Pain Relief,FreshWay,False,None,23.82,41.77,43.0,17,VND-015,Active
PRD-00245,SKU-10245,100000000245,Gauze PadsValue Pack,First Aid,Supports,HomeEase,False,None,10.19,23.12,55.9,29,VND-008,Active
PRD-00246,SKU-10246,100000000246,Cough Syrup,OTC Medication,Digestive Health,BrightSmile,False,None,8.99,12.35,27.2,6,VND-029,Active
PRD-00247,SKU-10247,100000000247,Travel Kit100 Count,Seasonal,Summer,FreshWay,False,None,2.27,3.75,39.5,11,VND-004,Active
PRD-00248,SKU-10248,100000000248,Soft Toothbrush100 Count,Personal Care,Skin Care,GlowUp,False,None,20.48,36.61,44.1,31,VND-021,Active
PRD-00249,SKU-10249,100000000249,Antiseptic Spray100 Count,First Aid,Wound Care,WellLife,False,None,18.6,30.32,38.6,6,VND-012,Active
PRD-00250,SKU-10250,100000000250,Blood Pressure CuffTravel,Medical Supplies,Masks,GlowUp,False,None,2.36,3.71,36.4,26,VND-025,Active
PRD-00251,SKU-10251,100000000251,Iced TeaTravel,Beverages,Juice,MedCheck,False,None,14.73,22.63,34.9,29,VND-035,Active
PRD-00252,SKU-10252,100000000252,Potato ChipsLarge,Snacks,Chips,ValueCare,False,None,30.12,42.88,29.8,34,VND-004,Active
PRD-00253,SKU-10253,100000000253,Energy Drink50 Count,Beverages,Energy Drinks,WellLife,False,None,18.9,30.39,37.8,11,VND-022,Active
PRD-00254,SKU-10254,100000000254,Wrist BraceLarge,Medical Supplies,Glucose Monitoring,CareFirst,False,None,3.92,7.67,48.9,6,VND-018,Active
PRD-00255,SKU-10255,100000000255,CerealValue Pack,Grocery,Pantry,GlowUp,False,None,28.31,50.91,44.4,22,VND-014,Active
PRD-00256,SKU-10256,100000000256,Chocolate CookiesLarge,Snacks,Chips,CareFirst,False,None,33.53,45.01,25.5,35,VND-008,Active
PRD-00257,SKU-10257,100000000257,Mock Rx Product B100 Count,Prescription Medication,Maintenance Rx,CareFirst,True,None,21.45,31.43,31.7,22,VND-021,Active
PRD-00258,SKU-10258,100000000258,Lip Balm50 Count,Beauty,Fragrance,DailyChoice,False,None,22.97,35.44,35.2,21,VND-032,Active
PRD-00259,SKU-10259,100000000259,Gummy CandyTravel,Snacks,Candy,CareFirst,False,None,26.84,41.66,35.6,16,VND-021,Active
PRD-00260,SKU-10260,100000000260,OatmealValue Pack,Grocery,Pantry,FreshWay,False,None,26.14,35.1,25.5,34,VND-027,Active
PRD-00261,SKU-10261,100000000261,MoisturizerLarge,Beauty,Facial Care,CareFirst,False,None,8.63,15.36,43.8,20,VND-022,Active
PRD-00262,SKU-10262,100000000262,Body Lotion100 Count,Beauty,Fragrance,HomeEase,False,None,26.08,43.62,40.2,30,VND-023,Active
PRD-00263,SKU-10263,100000000263,Deodorant50 Count,Personal Care,Hair Care,FreshWay,False,None,17.47,39.05,55.3,25,VND-004,Active
PRD-00264,SKU-10264,100000000264,Coke Zero 20oz100 Count,Beverages,Soda,MedCheck,False,None,2.41,3.22,25.2,31,VND-015,Active
PRD-00265,SKU-10265,100000000265,Vitamin D3Value Pack,Vitamins & Supplements,Vitamin D,BrightSmile,False,None,18.07,28.83,37.3,25,VND-031,Active
PRD-00266,SKU-10266,100000000266,Glucose Test Strips,Medical Supplies,Masks,UnityCare,False,None,18.98,30.9,38.6,21,VND-018,Active
PRD-00267,SKU-10267,100000000267,Coke Zero 20oz50 Count,Beverages,Juice,MedCheck,False,None,28.6,54.21,47.2,8,VND-007,Active
PRD-00268,SKU-10268,100000000268,Bottled WaterValue Pack,Beverages,Water,DailyChoice,False,None,21.98,32.97,33.3,13,VND-026,Active
PRD-00269,SKU-10269,100000000269,MagnesiumTravel,Vitamins & Supplements,Vitamin C,CareFirst,False,None,20.1,47.49,57.7,14,VND-006,Active
PRD-00270,SKU-10270,100000000270,Glucose Test StripsTravel,Medical Supplies,Glucose Monitoring,UnityCare,False,None,13.74,24.21,43.2,25,VND-001,Active
PRD-00271,SKU-10271,100000000271,Mock Rx Product ATravel,Prescription Medication,Brand Rx,DailyChoice,True,None,29.7,55.29,46.3,23,VND-007,Active
PRD-00272,SKU-10272,100000000272,Bottled WaterValue Pack,Beverages,Soda,BrightSmile,False,None,31.62,60.63,47.8,20,VND-018,Active
PRD-00273,SKU-10273,100000000273,Nasal SprayLarge,OTC Medication,Pain Relief,UnityCare,False,None,31.55,55.94,43.6,10,VND-021,Active
PRD-00274,SKU-10274,100000000274,Cough SyrupValue Pack,OTC Medication,Cold & Flu,PureHealth,False,None,26.51,51.5,48.5,34,VND-005,Active
PRD-00275,SKU-10275,100000000275,Nail PolishValue Pack,Beauty,Facial Care,GlowUp,False,None,20.16,42.92,53.0,33,VND-035,Active
PRD-00276,SKU-10276,100000000276,Disinfecting WipesValue Pack,Household,Batteries,HealthPlus,False,None,27.82,53.24,47.7,21,VND-023,Active
PRD-00277,SKU-10277,100000000277,Antacid ChewablesValue Pack,OTC Medication,Pain Relief,BrightSmile,False,None,29.47,46.22,36.2,35,VND-026,Active
PRD-00278,SKU-10278,100000000278,Disinfecting WipesLarge,Household,Cleaning,CareFirst,False,None,27.59,45.88,39.9,16,VND-025,Active
PRD-00279,SKU-10279,100000000279,Pasta Sauce50 Count,Grocery,Breakfast,BrightSmile,False,None,23.38,32.39,27.8,14,VND-016,Active
PRD-00280,SKU-10280,100000000280,Mock Rx Product ALarge,Prescription Medication,Generic Rx,GlowUp,True,None,6.03,11.71,48.5,9,VND-025,Active
PRD-00281,SKU-10281,100000000281,Paper Towels,Household,Laundry,DailyChoice,False,None,0.93,1.43,35.2,29,VND-018,Active
PRD-00282,SKU-10282,100000000282,Vitamin D3Value Pack,Vitamins & Supplements,Vitamin D,FreshWay,False,None,15.51,27.39,43.4,18,VND-007,Active
PRD-00283,SKU-10283,100000000283,Allergy Relief50 Count,OTC Medication,Pain Relief,DailyChoice,False,None,3.94,7.13,44.7,32,VND-025,Active
PRD-00284,SKU-10284,100000000284,Antacid ChewablesTravel,OTC Medication,Allergy,FreshWay,False,None,27.44,53.72,48.9,33,VND-016,Active
PRD-00285,SKU-10285,100000000285,Hand WarmersTravel,Seasonal,Holiday,WellLife,False,None,6.56,9.92,33.9,20,VND-010,Active
PRD-00286,SKU-10286,100000000286,MagnesiumLarge,Vitamins & Supplements,Vitamin D,HealthPlus,False,None,15.17,25.7,41.0,16,VND-017,Active
PRD-00287,SKU-10287,100000000287,Elastic Wrap50 Count,First Aid,Supports,WellLife,False,None,7.45,10.42,28.5,5,VND-026,Active
PRD-00288,SKU-10288,100000000288,Dish SoapTravel,Household,Batteries,GlowUp,False,None,12.21,25.39,51.9,24,VND-009,Active
PRD-00289,SKU-10289,100000000289,Nail Polish100 Count,Beauty,Nail Care,PureHealth,False,None,7.63,11.81,35.4,35,VND-021,Active
PRD-00290,SKU-10290,100000000290,Nail PolishValue Pack,Beauty,Fragrance,PureHealth,False,None,11.91,18.11,34.2,16,VND-008,Active
PRD-00291,SKU-10291,100000000291,School Supplies50 Count,Seasonal,Holiday,UnityCare,False,None,6.91,13.91,50.3,35,VND-030,Active
PRD-00292,SKU-10292,100000000292,Mock Rx Product DLarge,Prescription Medication,Brand Rx,PureHealth,True,None,29.22,40.18,27.3,26,VND-032,Active
PRD-00293,SKU-10293,100000000293,Soft ToothbrushLarge,Personal Care,Skin Care,PureHealth,False,None,23.31,45.35,48.6,7,VND-029,Active
PRD-00294,SKU-10294,100000000294,School SuppliesTravel,Seasonal,Travel,HomeEase,False,None,19.05,42.79,55.5,18,VND-035,Active
PRD-00295,SKU-10295,100000000295,Nasal Spray50 Count,OTC Medication,Allergy,HealthPlus,False,None,21.09,47.05,55.2,29,VND-016,Active
PRD-00296,SKU-10296,100000000296,Digital Thermometer100 Count,Medical Supplies,Braces,GlowUp,False,None,21.73,38.52,43.6,26,VND-026,Active
PRD-00297,SKU-10297,100000000297,Paper Towels,Household,Batteries,HomeEase,False,None,4.13,6.1,32.3,21,VND-015,Active
PRD-00298,SKU-10298,100000000298,Protein BarTravel,Snacks,Cookies,FreshWay,False,None,27.2,48.94,44.4,9,VND-023,Active
PRD-00299,SKU-10299,100000000299,Pain Relief TabletsLarge,OTC Medication,Digestive Health,HealthPlus,False,None,15.0,34.67,56.7,31,VND-010,Active
PRD-00300,SKU-10300,100000000300,Dish SoapTravel,Household,Laundry,DailyChoice,False,None,27.61,47.77,42.2,20,VND-007,Active
PRD-00301,SKU-10301,100000000301,Chocolate Cookies,Snacks,Protein Bars,HealthPlus,False,None,11.03,22.85,51.7,5,VND-022,Active
PRD-00302,SKU-10302,100000000302,LancetsValue Pack,Medical Supplies,Glucose Monitoring,FreshWay,False,None,32.6,64.47,49.4,10,VND-011,Active
PRD-00303,SKU-10303,100000000303,BatteriesValue Pack,Household,Batteries,MedCheck,False,None,28.07,51.77,45.8,25,VND-028,Active
PRD-00304,SKU-10304,100000000304,Pasta Sauce50 Count,Grocery,Pantry,PureHealth,False,None,31.0,51.53,39.8,17,VND-001,Active
PRD-00305,SKU-10305,100000000305,Mock Rx Product BLarge,Prescription Medication,Brand Rx,HealthPlus,True,None,26.52,54.89,51.7,23,VND-007,Active
PRD-00306,SKU-10306,100000000306,Orange JuiceLarge,Beverages,Water,GlowUp,False,None,7.5,10.53,28.8,32,VND-032,Active
PRD-00307,SKU-10307,100000000307,Sports DrinkTravel,Beverages,Juice,DailyChoice,False,None,21.69,38.99,44.4,16,VND-030,Active
PRD-00308,SKU-10308,100000000308,Hand Warmers100 Count,Seasonal,Holiday,BrightSmile,False,None,28.17,63.04,55.3,7,VND-009,Active
PRD-00309,SKU-10309,100000000309,Laundry DetergentLarge,Household,Cleaning,MedCheck,False,None,4.76,7.59,37.3,21,VND-025,Active
PRD-00310,SKU-10310,100000000310,OatmealTravel,Grocery,Breakfast,FreshWay,False,None,15.24,25.86,41.1,27,VND-012,Active
PRD-00311,SKU-10311,100000000311,Energy DrinkLarge,Beverages,Water,ValueCare,False,None,5.56,8.6,35.4,24,VND-004,Active
PRD-00312,SKU-10312,100000000312,BatteriesValue Pack,Household,Cleaning,FreshWay,False,None,7.43,11.92,37.7,21,VND-032,Active
PRD-00313,SKU-10313,100000000313,Crackers100 Count,Grocery,Condiments,HealthPlus,False,None,29.52,50.14,41.1,23,VND-002,Active
PRD-00314,SKU-10314,100000000314,Bandage PackLarge,First Aid,Wound Care,ValueCare,False,None,8.45,12.91,34.5,23,VND-032,Active
PRD-00315,SKU-10315,100000000315,Sports Drink,Beverages,Soda,DailyChoice,False,None,9.93,17.4,42.9,22,VND-003,Active
PRD-00316,SKU-10316,100000000316,Mock Rx Product EValue Pack,Prescription Medication,Maintenance Rx,GlowUp,True,None,34.65,48.38,28.4,29,VND-016,Active
PRD-00317,SKU-10317,100000000317,Lip BalmLarge,Beauty,Cosmetics,ValueCare,False,None,12.69,26.41,52.0,32,VND-008,Active
PRD-00318,SKU-10318,100000000318,Instant Cold Pack50 Count,First Aid,Antiseptic,BrightSmile,False,None,24.35,52.27,53.4,25,VND-028,Active
PRD-00319,SKU-10319,100000000319,Soft ToothbrushValue Pack,Personal Care,Hair Care,FreshWay,False,None,28.34,50.44,43.8,13,VND-035,Active
PRD-00320,SKU-10320,100000000320,DeodorantLarge,Personal Care,Skin Care,FreshWay,False,None,10.66,16.11,33.8,33,VND-007,Active
PRD-00321,SKU-10321,100000000321,Crest ToothpasteLarge,Personal Care,Deodorant,MedCheck,False,None,30.45,43.0,29.2,12,VND-010,Active
PRD-00322,SKU-10322,100000000322,Mock Rx Product B100 Count,Prescription Medication,Specialty Rx,GlowUp,True,None,14.2,20.2,29.7,13,VND-027,Active
PRD-00323,SKU-10323,100000000323,Cereal100 Count,Grocery,Condiments,PureHealth,False,None,27.97,56.36,50.4,21,VND-018,Active
PRD-00324,SKU-10324,100000000324,Mock Rx Product DTravel,Prescription Medication,Specialty Rx,HomeEase,True,None,11.96,15.96,25.1,7,VND-030,Active
PRD-00325,SKU-10325,100000000325,Glucose Test Strips50 Count,Medical Supplies,Braces,CareFirst,False,None,14.37,33.38,56.9,20,VND-018,Active
PRD-00326,SKU-10326,100000000326,Dish Soap50 Count,Household,Laundry,ValueCare,False,None,20.54,36.47,43.7,30,VND-022,Active
PRD-00327,SKU-10327,100000000327,Glucose Test Strips,Medical Supplies,Glucose Monitoring,UnityCare,False,None,22.2,46.85,52.6,8,VND-011,Active
PRD-00328,SKU-10328,100000000328,Snickers BarTravel,Snacks,Protein Bars,MedCheck,False,None,7.68,14.69,47.7,33,VND-020,Active
PRD-00329,SKU-10329,100000000329,Crest Toothpaste100 Count,Personal Care,Skin Care,GlowUp,False,None,13.09,18.11,27.7,33,VND-011,Active
PRD-00330,SKU-10330,100000000330,Nasal SprayLarge,OTC Medication,Digestive Health,PureHealth,False,None,25.62,51.16,49.9,25,VND-006,Active
PRD-00331,SKU-10331,100000000331,Mock Rx Product AValue Pack,Prescription Medication,Generic Rx,CareFirst,True,None,17.08,24.19,29.4,21,VND-029,Active
PRD-00332,SKU-10332,100000000332,Nasal SprayLarge,OTC Medication,Pain Relief,PureHealth,False,None,28.74,67.8,57.6,27,VND-009,Active
PRD-00333,SKU-10333,100000000333,Potato ChipsTravel,Snacks,Candy,HealthPlus,False,None,3.81,7.87,51.6,15,VND-024,Active
PRD-00334,SKU-10334,100000000334,Lip BalmValue Pack,Beauty,Facial Care,HealthPlus,False,None,22.72,43.15,47.3,21,VND-001,Active
PRD-00335,SKU-10335,100000000335,UmbrellaLarge,Seasonal,Holiday,MedCheck,False,None,25.49,46.97,45.7,34,VND-027,Active
PRD-00336,SKU-10336,100000000336,Travel Kit,Seasonal,Travel,HealthPlus,False,None,31.46,44.7,29.6,23,VND-025,Active
PRD-00337,SKU-10337,100000000337,Dish SoapValue Pack,Household,Batteries,CareFirst,False,None,9.24,17.2,46.3,22,VND-019,Active
PRD-00338,SKU-10338,100000000338,Mock Rx Product FLarge,Prescription Medication,Generic Rx,CareFirst,True,None,7.79,14.17,45.0,28,VND-026,Active
PRD-00339,SKU-10339,100000000339,MoisturizerTravel,Beauty,Cosmetics,GlowUp,False,None,13.97,20.84,33.0,24,VND-005,Active
PRD-00340,SKU-10340,100000000340,Orange JuiceLarge,Beverages,Soda,BrightSmile,False,None,5.27,11.31,53.4,18,VND-024,Active
PRD-00341,SKU-10341,100000000341,Energy Drink,Beverages,Water,WellLife,False,None,1.32,1.81,27.2,11,VND-003,Active
PRD-00342,SKU-10342,100000000342,Cough SyrupLarge,OTC Medication,Digestive Health,PureHealth,False,None,22.28,38.11,41.5,18,VND-026,Active
PRD-00343,SKU-10343,100000000343,Daily Multivitamin,Vitamins & Supplements,Vitamin D,CareFirst,False,None,11.36,19.54,41.9,30,VND-010,Active
PRD-00344,SKU-10344,100000000344,Energy Drink50 Count,Beverages,Juice,GlowUp,False,None,22.47,47.34,52.5,25,VND-005,Active
PRD-00345,SKU-10345,100000000345,Body LotionValue Pack,Beauty,Fragrance,PureHealth,False,None,2.73,3.78,27.8,8,VND-030,Active
PRD-00346,SKU-10346,100000000346,Holiday Candy100 Count,Seasonal,Summer,HealthPlus,False,None,26.15,51.72,49.4,5,VND-009,Active
PRD-00347,SKU-10347,100000000347,Mock Rx Product BTravel,Prescription Medication,Generic Rx,HomeEase,True,None,33.39,57.83,42.3,13,VND-011,Active
PRD-00348,SKU-10348,100000000348,Disinfecting WipesLarge,Household,Paper Goods,UnityCare,False,None,25.85,36.36,28.9,15,VND-028,Active
PRD-00349,SKU-10349,100000000349,Mascara100 Count,Beauty,Cosmetics,ValueCare,False,None,34.15,62.9,45.7,19,VND-033,Active
PRD-00350,SKU-10350,100000000350,Batteries50 Count,Household,Cleaning,HealthPlus,False,None,6.47,9.27,30.2,33,VND-008,Active
PRD-00351,SKU-10351,100000000351,Bandage Pack,First Aid,Bandages,PureHealth,False,None,9.13,15.36,40.6,34,VND-010,Active
PRD-00352,SKU-10352,100000000352,Body Wash100 Count,Personal Care,Oral Care,DailyChoice,False,None,26.12,42.71,38.8,12,VND-027,Active
PRD-00353,SKU-10353,100000000353,Mock Rx Product C,Prescription Medication,Specialty Rx,GlowUp,True,None,20.33,28.61,28.9,33,VND-004,Active
PRD-00354,SKU-10354,100000000354,Body Wash,Personal Care,Hair Care,ValueCare,False,None,33.43,45.97,27.3,32,VND-019,Active
PRD-00355,SKU-10355,100000000355,Face Cleanser50 Count,Beauty,Nail Care,WellLife,False,None,16.39,26.09,37.2,23,VND-020,Active
PRD-00356,SKU-10356,100000000356,Mock Rx Product DLarge,Prescription Medication,Brand Rx,CareFirst,True,None,21.02,35.8,41.3,28,VND-035,Active
PRD-00357,SKU-10357,100000000357,Bandage PackTravel,First Aid,Antiseptic,GlowUp,False,None,1.57,2.75,42.9,31,VND-001,Active
PRD-00358,SKU-10358,100000000358,Disinfecting WipesTravel,Household,Cleaning,HealthPlus,False,None,29.83,58.49,49.0,11,VND-034,Active
PRD-00359,SKU-10359,100000000359,Wound Ointment,First Aid,Supports,WellLife,False,None,34.06,48.45,29.7,7,VND-003,Active
PRD-00360,SKU-10360,100000000360,Instant Cold PackLarge,First Aid,Supports,BrightSmile,False,None,16.45,32.69,49.7,8,VND-033,Active
PRD-00361,SKU-10361,100000000361,Crest Toothpaste50 Count,Personal Care,Deodorant,MedCheck,False,None,20.2,33.31,39.4,12,VND-019,Active
PRD-00362,SKU-10362,100000000362,Lip Balm100 Count,Beauty,Nail Care,ValueCare,False,None,29.24,45.52,35.8,13,VND-015,Active
PRD-00363,SKU-10363,100000000363,Vitamin C50 Count,Vitamins & Supplements,Vitamin D,ValueCare,False,None,4.48,6.26,28.5,19,VND-021,Active
PRD-00364,SKU-10364,100000000364,OatmealLarge,Grocery,Pantry,WellLife,False,None,33.79,49.58,31.9,19,VND-017,Active
PRD-00365,SKU-10365,100000000365,Vitamin C100 Count,Vitamins & Supplements,Multivitamins,BrightSmile,False,None,11.17,21.59,48.3,6,VND-014,Active
PRD-00366,SKU-10366,100000000366,Paper Towels100 Count,Household,Paper Goods,FreshWay,False,None,9.25,14.62,36.7,6,VND-020,Active
PRD-00367,SKU-10367,100000000367,Face CleanserTravel,Beauty,Facial Care,FreshWay,False,None,30.02,52.99,43.3,12,VND-007,Active
PRD-00368,SKU-10368,100000000368,Potato Chips,Snacks,Candy,CareFirst,False,None,1.16,2.44,52.4,9,VND-013,Active
PRD-00369,SKU-10369,100000000369,Pasta Sauce100 Count,Grocery,Canned Goods,BrightSmile,False,None,32.86,45.5,27.8,13,VND-005,Active
PRD-00370,SKU-10370,100000000370,Cold & Flu Capsules100 Count,OTC Medication,Pain Relief,DailyChoice,False,None,15.94,22.53,29.3,8,VND-003,Active
PRD-00371,SKU-10371,100000000371,Potato Chips50 Count,Snacks,Candy,ValueCare,False,None,15.59,30.51,48.9,5,VND-025,Active
PRD-00372,SKU-10372,100000000372,Digital ThermometerLarge,Medical Supplies,Masks,WellLife,False,None,8.1,11.77,31.2,19,VND-010,Active
PRD-00373,SKU-10373,100000000373,Nasal SprayLarge,OTC Medication,Cold & Flu,ValueCare,False,None,17.84,38.89,54.1,6,VND-006,Active
